Drug_Name,Category,Dosage_Form,Strength,Manufacturer,Indication,Classification
Amoxicillin,Diuretic,Liquid,2mg,Novartis,Asthma and bronchospasm,Prescription
Metronidazole,Anticonvulsant,Injection,20mg,GlaxoSmithKline,Edema and hypertension,Prescription
Hydrocortisone Cream,Decongestant,Ointment,5%,Johnson & Johnson,Skin inflammation and itching,Over-the-Counter
Pregabalin,Diuretic,Capsule,0.25mg,Sanofi,Hypertension and heart failure,Prescription
Oxycodone,Antibiotic,IV Infusion,2mg,Merck,Hypertension and heart failure,Prescription
Albuterol,ARB,IV Infusion,25mg,Boehringer Ingelheim,High cholesterol management,Prescription
Clopidogrel,Opioid Analgesic,Injection,500mg,Abbott,Type 2 diabetes management,Prescription
Escitalopram,Antidepressant/SSRI,Patch,2mg,GlaxoSmithKline,GERD and peptic ulcer disease,Prescription
Pantoprazole,Statin,Topical Solution,500mg,Boehringer Ingelheim,Inflammation and autoimmune disorders,Prescription
Lisinopril,Bronchodilator,Nasal Spray,10mg,AstraZeneca,Hypertension and angina,Prescription
Docusate Sodium,Expectorant,Ointment,100mg,Reckitt,Insomnia and sleep aid,Over-the-Counter
Magnesium Hydroxide,Antiflatulent,Spray,1%,Johnson & Johnson,Insomnia and sleep aid,Over-the-Counter
Bacitracin,Sleep Aid,Cream,500mg,3M Healthcare,Insomnia and sleep aid,Over-the-Counter
Pseudoephedrine,Acne Treatment,Liquid,20mg,P&G,Heartburn and acid reflux,Over-the-Counter
Omeprazole,Antiemetic,Capsule,2%,Pfizer,Motion sickness and nausea,Over-the-Counter
Clopidogrel,Anticonvulsant,Topical Solution,100mcg,Pfizer,High cholesterol management,Prescription
Montelukast,Beta Blocker,Patch,50mcg,Johnson & Johnson,Hypertension and angina,Prescription
Clotrimazole,Antiflatulent,Patch,10mg,Prestige Brands,Blood clot prevention,Over-the-Counter
Acetaminophen,Cough Suppressant,Patch,25mg,Bayer,Skin inflammation and itching,Over-the-Counter
Pregabalin,Anticonvulsant,Sublingual Tablet,1000mg,Johnson & Johnson,Hypertension and heart failure,Prescription
Salicylic Acid,Acne Treatment,Liquid,5%,Sanofi,Minor wound infection prevention,Over-the-Counter
Loperamide,Antacid/H2 Blocker,Lozenge,400mg,Novartis,Minor pain and itching relief,Over-the-Counter
Naproxen,Decongestant,Spray,1%,Pfizer,Fungal skin infections,Over-the-Counter
Guaifenesin,Antacid/H2 Blocker,Gel,500mg,Novartis,Heartburn and acid reflux,Over-the-Counter
Levothyroxine,Antidepressant/SSRI,Capsule,1000mg,GlaxoSmithKline,Hypertension management,Prescription
Lidocaine Cream,Antacid/H2 Blocker,Cream,150mg,Reckitt,Chest congestion and mucus relief,Over-the-Counter
Cetirizine,Antiflatulent,Spray,500mg,Bayer,Pain relief and fever reduction,Over-the-Counter
Fluoxetine,Antiplatelet,Sublingual Tablet,2mg,Gilead Sciences,GERD and peptic ulcer disease,Prescription
Loperamide,Topical Corticosteroid,Tablet,25mg,3M Healthcare,Constipation relief,Over-the-Counter
Ibuprofen,Expectorant,Capsule,125mg,P&G,Cough suppression,Over-the-Counter
Diphenhydramine,Laxative,Patch,5%,P&G,Heartburn and acid reflux,Over-the-Counter
Guaifenesin,Antidiarrheal,Powder,2%,Pfizer,Minor pain and itching relief,Over-the-Counter
Azithromycin,Leukotriene Inhibitor,Patch,250mg,Pfizer,Depression and anxiety disorders,Prescription
Hydrocodone,Diuretic,Sublingual Tablet,2mg,Novartis,Depression and anxiety disorders,Prescription
Oxycodone,Antiplatelet,Tablet,5mg,Merck,Inflammation and autoimmune disorders,Prescription
Zinc Oxide,Antifungal,Patch,100mg,Johnson & Johnson,Skin inflammation and itching,Over-the-Counter
Diphenhydramine,Acne Treatment,Gel,10mg,Novartis,Diarrhea treatment,Over-the-Counter
Gabapentin,Antiplatelet,Patch,10mg,Bristol-Myers Squibb,Blood clot prevention,Prescription
Levothyroxine,Thyroid Hormone,Liquid,100mg,Roche,Epilepsy and neuropathic pain,Prescription
Aluminum Hydroxide,Antacid/PPI,Ointment,400mg,Sanofi,Nasal congestion relief,Over-the-Counter
Gabapentin,Opioid Analgesic,Liquid,2mg,Boehringer Ingelheim,Anxiety and panic disorders,Prescription
Doxycycline,Corticosteroid,Liquid,10mg,Roche,Moderate to severe pain management,Prescription
Amlodipine,Statin,Extended Release Tablet,250mg,Bristol-Myers Squibb,Heart attack and stroke prevention,Prescription
Levothyroxine,Beta Blocker,Patch,200mg,Johnson & Johnson,Bacterial infections treatment,Prescription
Pregabalin,Antifungal,Patch,100mcg,Bristol-Myers Squibb,Hypertension and heart failure,Prescription
Trimethoprim,ARB,Sublingual Tablet,500mg,Pfizer,Inflammation and autoimmune disorders,Prescription
Pregabalin,Antifungal,Topical Solution,1000mg,Amgen,Type 2 diabetes management,Prescription
Acetaminophen,Antiplatelet,Spray,325mg,P&G,Gas and bloating relief,Over-the-Counter
Calcium Carbonate,Expectorant,Liquid,5%,GSK,Blood clot prevention,Over-the-Counter
Guaifenesin,Acne Treatment,Gel,20mg,Unilever,Heartburn and acid reflux,Over-the-Counter
Docusate Sodium,Antiplatelet,Patch,5%,Reckitt,Diarrhea treatment,Over-the-Counter
Pantoprazole,Leukotriene Inhibitor,Inhaler,10mg,Pfizer,High cholesterol management,Prescription
Clopidogrel,ACE Inhibitor,Inhaler,10mg,Abbott,Anxiety and panic disorders,Prescription
Fluoxetine,Statin,Inhaler,50mg,Pfizer,Depression and anxiety disorders,Prescription
Clopidogrel,Corticosteroid,Sublingual Tablet,50mg,Amgen,Hypertension and heart failure,Prescription
Azithromycin,Antiplatelet,Topical Solution,1000mg,Boehringer Ingelheim,Asthma and allergic rhinitis,Prescription
Dextromethorphan,Cough Suppressant,Tablet,500mg,Unilever,Heartburn and indigestion,Over-the-Counter
Pseudoephedrine,Antiflatulent,Lozenge,2%,Johnson & Johnson,Cough suppression,Over-the-Counter
Albuterol,Statin,Tablet,0.25mg,Bristol-Myers Squibb,Hypertension and angina,Prescription
Zinc Oxide,Laxative,Patch,5mg,Chattem,Motion sickness and nausea,Over-the-Counter
Cetirizine,Antiemetic,Tablet,500mg,Unilever,Minor wound infection prevention,Over-the-Counter
Fluoxetine,Antidepressant/SSRI,Tablet,150mg,Bristol-Myers Squibb,Fungal infections treatment,Prescription
Prednisone,Antifungal,Suppository,20mg,Eli Lilly,Depression and anxiety disorders,Prescription
Meclizine,Antihistamine,Chewable Tablet,20mg,P&G,Blood clot prevention,Over-the-Counter
Guaifenesin,Expectorant,Powder,400mg,Unilever,Heartburn and indigestion,Over-the-Counter
Loperamide,Antacid/PPI,Patch,5mg,3M Healthcare,Pain relief and fever reduction,Over-the-Counter
Fluoxetine,Antidepressant/SSRI,Sublingual Tablet,150mg,Novartis,Hypertension and heart failure,Prescription
Ibuprofen,Antiplatelet,Powder,5mg,Bayer,Insomnia and sleep aid,Over-the-Counter
Salicylic Acid,Topical Antibiotic,Liquid,50mg,Reckitt,Insomnia and sleep aid,Over-the-Counter
Cetirizine,Expectorant,Powder,500mg,3M Healthcare,Cough suppression,Over-the-Counter
Ibuprofen,Cough Suppressant,Chewable Tablet,50mg,3M Healthcare,Minor wound infection prevention,Over-the-Counter
Metronidazole,Antidepressant/SSRI,Patch,100mcg,Abbott,Edema and hypertension,Prescription
Doxycycline,ARB,Injection,10mg,Abbott,Hypertension management,Prescription
Acetaminophen,Sleep Aid,Liquid,5mg,Bayer,Constipation relief,Over-the-Counter
Oxycodone,Opioid Analgesic,Capsule,0.5mg,Eli Lilly,Inflammation and autoimmune disorders,Prescription
Simethicone,Topical Corticosteroid,Chewable Tablet,200mg,Pfizer,Allergic rhinitis and hives,Over-the-Counter
Lisinopril,Opioid Analgesic,Inhaler,75mg,Eli Lilly,Hypertension and angina,Prescription
Pseudoephedrine,Antacid/PPI,Tablet,20mg,Unilever,Chest congestion and mucus relief,Over-the-Counter
Bacitracin,Sleep Aid,Chewable Tablet,5%,P&G,Pain relief and fever reduction,Over-the-Counter
Benzoyl Peroxide,Topical Antibiotic,Cream,1%,Unilever,Diarrhea treatment,Over-the-Counter
Dextromethorphan,Acne Treatment,Drops,200mg,GSK,Fungal skin infections,Over-the-Counter
Pseudoephedrine,Laxative,Lozenge,400mg,Chattem,Acne treatment,Over-the-Counter
Dexamethasone,Anticoagulant,Tablet,200mg,Amgen,Hypertension management,Prescription
Amlodipine,Statin,Sublingual Tablet,200mcg,Pfizer,Hypertension and heart failure,Prescription
Benzoyl Peroxide,Antihistamine,Lozenge,325mg,P&G,Allergic rhinitis and hives,Over-the-Counter
Acetaminophen,Cough Suppressant,Spray,5mg,Bayer,GERD and peptic ulcer,Over-the-Counter
Albuterol,Anxiolytic/Benzodiazepine,Sublingual Tablet,75mg,Roche,Moderate to severe pain management,Prescription
Lidocaine Cream,Antiplatelet,Chewable Tablet,5%,Unilever,Gas and bloating relief,Over-the-Counter
Amlodipine,ARB,Sublingual Tablet,500mg,Roche,Bacterial infections treatment,Prescription
Naproxen,Topical Corticosteroid,Ointment,1%,Johnson & Johnson,Diarrhea treatment,Over-the-Counter
Clotrimazole,Topical Antibiotic,Ointment,125mg,Johnson & Johnson,Motion sickness and nausea,Over-the-Counter
Hydrocodone,ARB,Injection,10mg,Pfizer,Epilepsy and neuropathic pain,Prescription
Ibuprofen,Cough Suppressant,Gel,50mg,Prestige Brands,Minor wound infection prevention,Over-the-Counter
Montelukast,Leukotriene Inhibitor,Liquid,20mg,Sanofi,Hypothyroidism treatment,Prescription
Aluminum Hydroxide,Sleep Aid,Cream,25mg,GSK,Allergic rhinitis and hives,Over-the-Counter
Amoxicillin,Opioid Analgesic,Suppository,500mg,Roche,Hypertension and heart failure,Prescription
Alprazolam,Thyroid Hormone,Tablet,75mg,Roche,Bacterial infections treatment,Prescription
Salicylic Acid,Topical Corticosteroid,Ointment,400mg,Reckitt,Skin inflammation and itching,Over-the-Counter
Ranitidine,Antiflatulent,Ointment,50mg,Bayer,Diarrhea treatment,Over-the-Counter
Clotrimazole,Antidiarrheal,Liquid,325mg,P&G,Chest congestion and mucus relief,Over-the-Counter
Lisinopril,PPI,Nasal Spray,250mg,Pfizer,Edema and hypertension,Prescription
Miconazole,Antiemetic,Liquid,25mg,P&G,Blood clot prevention,Over-the-Counter
Clindamycin,Antidepressant/SSRI,Extended Release Tablet,1mg,Sanofi,Inflammation and autoimmune disorders,Prescription
Salicylic Acid,Antidiarrheal,Gel,250mg,Sanofi,Skin inflammation and itching,Over-the-Counter
Dextromethorphan,Expectorant,Cream,5mg,Novartis,Heartburn and acid reflux,Over-the-Counter
Lidocaine Cream,Expectorant,Gel,100mg,Pfizer,Minor pain and itching relief,Over-the-Counter
Ranitidine,Antiplatelet,Chewable Tablet,500mg,GSK,Motion sickness and nausea,Over-the-Counter
Amoxicillin,Antidiabetic,Patch,200mg,Pfizer,Anxiety and panic disorders,Prescription
Clotrimazole,Topical Corticosteroid,Spray,25mg,Prestige Brands,Minor wound infection prevention,Over-the-Counter
Lidocaine Cream,Acne Treatment,Tablet,125mg,Pfizer,Minor wound infection prevention,Over-the-Counter
Neosporin,Antiflatulent,Patch,150mg,Johnson & Johnson,Cough suppression,Over-the-Counter
Salicylic Acid,Antacid,Capsule,100mg,Novartis,Heartburn and acid reflux,Over-the-Counter
Albuterol,Statin,Injection,20mg,Amgen,Moderate to severe pain management,Prescription
Dextromethorphan,Topical Corticosteroid,Gel,125mg,Pfizer,Nasal congestion relief,Over-the-Counter
Ciprofloxacin,ARB,Sublingual Tablet,5mg,GlaxoSmithKline,Blood clot prevention,Prescription
Meclizine,Antiemetic,Gel,500mg,GSK,Fungal skin infections,Over-the-Counter
Dexamethasone,Anticonvulsant,Inhaler,50mcg,Pfizer,Inflammation and autoimmune disorders,Prescription
Neosporin,Antifungal,Drops,1%,Bayer,Acne treatment,Over-the-Counter
Pseudoephedrine,Laxative,Capsule,500mg,3M Healthcare,Motion sickness and nausea,Over-the-Counter
Benzoyl Peroxide,Antiflatulent,Lozenge,25mg,GSK,Minor wound infection prevention,Over-the-Counter
Ibuprofen,Laxative,Ointment,200mg,Bayer,GERD and peptic ulcer,Over-the-Counter
Ranitidine,Topical Anesthetic,Cream,400mg,P&G,Fungal skin infections,Over-the-Counter
Cetirizine,Antidiarrheal,Cream,500mg,Unilever,Heartburn and indigestion,Over-the-Counter
Miconazole,Antidiarrheal,Drops,10mg,Novartis,Blood clot prevention,Over-the-Counter
Metformin,Anxiolytic/Benzodiazepine,Liquid,150mg,Pfizer,Fungal infections treatment,Prescription
Simethicone,Antidiarrheal,Tablet,500mg,GSK,Chest congestion and mucus relief,Over-the-Counter
Docusate Sodium,Antifungal,Chewable Tablet,2%,3M Healthcare,Minor pain and itching relief,Over-the-Counter
Metronidazole,PPI,Nasal Spray,50mg,GlaxoSmithKline,Anxiety and panic disorders,Prescription
Bismuth Subsalicylate,Topical Corticosteroid,Powder,325mg,Novartis,Chest congestion and mucus relief,Over-the-Counter
Pseudoephedrine,Antiemetic,Chewable Tablet,200mg,Unilever,GERD and peptic ulcer,Over-the-Counter
Alprazolam,Beta Blocker,Liquid,200mg,Johnson & Johnson,Hypertension and heart failure,Prescription
Loperamide,Cough Suppressant,Patch,20mg,Pfizer,Minor pain and itching relief,Over-the-Counter
Lidocaine Cream,Topical Anesthetic,Ointment,10mg,3M Healthcare,Minor wound infection prevention,Over-the-Counter
Loratadine,Topical Anesthetic,Capsule,100mg,Unilever,Nasal congestion relief,Over-the-Counter
Metformin,Thyroid Hormone,Topical Solution,50mcg,Gilead Sciences,Blood clot prevention,Prescription
Hydrocodone,ARB,Tablet,5mg,Johnson & Johnson,Anxiety and panic disorders,Prescription
Dexamethasone,Antiplatelet,Topical Solution,500mg,Sanofi,Bacterial infections treatment,Prescription
Pseudoephedrine,Antacid/H2 Blocker,Cream,10mg,3M Healthcare,Minor pain and itching relief,Over-the-Counter
Salicylic Acid,Acne Treatment,Ointment,25mg,Unilever,Chest congestion and mucus relief,Over-the-Counter
Omeprazole,Antiflatulent,Capsule,5mg,GSK,Insomnia and sleep aid,Over-the-Counter
Lidocaine Cream,Cough Suppressant,Drops,5%,GSK,Minor cuts and skin protection,Over-the-Counter
Hydrocodone,Antiplatelet,Patch,50mcg,Abbott,Heart attack and stroke prevention,Prescription
Naproxen,Antacid/PPI,Tablet,100mg,P&G,Constipation relief,Over-the-Counter
Famotidine,Antiflatulent,Spray,5mg,Sanofi,GERD and peptic ulcer,Over-the-Counter
Trimethoprim,Antibiotic,Extended Release Tablet,0.25mg,Amgen,Hypertension and heart failure,Prescription
Sertraline,Antibiotic,Nasal Spray,150mg,GlaxoSmithKline,Hypothyroidism treatment,Prescription
Ranitidine,Antiplatelet,Drops,5%,Unilever,Fungal skin infections,Over-the-Counter
Albuterol,PPI,Injection,400mcg,Abbott,Hypertension and heart failure,Prescription
Neosporin,Expectorant,Lozenge,400mg,Novartis,GERD and peptic ulcer,Over-the-Counter
Hydrocodone,Antiplatelet,Liquid,100mg,Sanofi,Epilepsy and neuropathic pain,Prescription
Prednisone,Antidiabetic,Sublingual Tablet,200mg,Pfizer,Asthma and allergic rhinitis,Prescription
Calcium Carbonate,Expectorant,Gel,250mg,Johnson & Johnson,Minor pain and itching relief,Over-the-Counter
Levothyroxine,Calcium Channel Blocker,Nasal Spray,0.5mg,Roche,Type 2 diabetes management,Prescription
Diphenhydramine,Decongestant,Spray,5%,GSK,Fungal skin infections,Over-the-Counter
Montelukast,Anxiolytic/Benzodiazepine,Suppository,50mcg,Bristol-Myers Squibb,Hypothyroidism treatment,Prescription
Ranitidine,Antiplatelet,Spray,5mg,Novartis,Heartburn and indigestion,Over-the-Counter
Naproxen,Antiemetic,Powder,125mg,Bayer,Insomnia and sleep aid,Over-the-Counter
Benzoyl Peroxide,Antihistamine,Drops,5%,Johnson & Johnson,Pain relief and fever reduction,Over-the-Counter
Famotidine,Topical Corticosteroid,Capsule,200mg,Pfizer,Nasal congestion relief,Over-the-Counter
Oxycodone,Antiplatelet,Sublingual Tablet,200mcg,Novartis,Epilepsy and neuropathic pain,Prescription
Ranitidine,Antacid/PPI,Lozenge,250mg,Reckitt,Gas and bloating relief,Over-the-Counter
Furosemide,Leukotriene Inhibitor,Inhaler,5mg,Gilead Sciences,Fungal infections treatment,Prescription
Hydrocodone,Corticosteroid,Liquid,250mg,Sanofi,Hypothyroidism treatment,Prescription
Escitalopram,Statin,IV Infusion,100mcg,Boehringer Ingelheim,Edema and hypertension,Prescription
Amoxicillin,Statin,Injection,1000mg,Novartis,Hypothyroidism treatment,Prescription
Metronidazole,Statin,Suppository,75mg,Sanofi,Epilepsy and neuropathic pain,Prescription
Magnesium Hydroxide,Antacid,Drops,1%,Chattem,Gas and bloating relief,Over-the-Counter
Loratadine,Antiplatelet,Gel,500mg,Johnson & Johnson,Chest congestion and mucus relief,Over-the-Counter
Meclizine,Antacid/PPI,Chewable Tablet,25mg,P&G,Insomnia and sleep aid,Over-the-Counter
Trimethoprim,Anticonvulsant,Nasal Spray,50mg,Novartis,Hypertension management,Prescription
Pantoprazole,Anticonvulsant,Liquid,50mg,Novartis,Depression and anxiety disorders,Prescription
Miconazole,Topical Antibiotic,Capsule,1%,Bayer,Chest congestion and mucus relief,Over-the-Counter
Metoprolol,Antibiotic,Injection,200mg,Gilead Sciences,GERD and peptic ulcer disease,Prescription
Azithromycin,Antidiabetic,Suppository,500mg,Novartis,Type 2 diabetes management,Prescription
Albuterol,Antifungal,Liquid,250mg,Gilead Sciences,Edema and hypertension,Prescription
Pantoprazole,Calcium Channel Blocker,Inhaler,250mg,AstraZeneca,Hypothyroidism treatment,Prescription
Docusate Sodium,Acne Treatment,Spray,150mg,Prestige Brands,Acne treatment,Over-the-Counter
Clotrimazole,Antiflatulent,Patch,2%,Sanofi,Allergic rhinitis and hives,Over-the-Counter
Cetirizine,Decongestant,Capsule,2%,Unilever,Diarrhea treatment,Over-the-Counter
Acetaminophen,Skin Protectant,Spray,5%,GSK,Heartburn and indigestion,Over-the-Counter
Pregabalin,Anticonvulsant,Extended Release Tablet,0.5mg,AstraZeneca,High cholesterol management,Prescription
Aluminum Hydroxide,Antiemetic,Chewable Tablet,200mg,GSK,Heartburn and indigestion,Over-the-Counter
Guaifenesin,Analgesic,Powder,200mg,Chattem,Motion sickness and nausea,Over-the-Counter
Metronidazole,Diuretic,Topical Solution,2mg,Novartis,Fungal infections treatment,Prescription
Clopidogrel,Statin,Inhaler,50mcg,Amgen,Hypertension and angina,Prescription
Cetirizine,Antiflatulent,Lozenge,400mg,Pfizer,Heartburn and acid reflux,Over-the-Counter
Losartan,ARB,Capsule,20mg,Novartis,Inflammation and autoimmune disorders,Prescription
Loratadine,Expectorant,Powder,25mg,Sanofi,Acne treatment,Over-the-Counter
Omeprazole,Topical Antibiotic,Liquid,400mg,GSK,Heartburn and acid reflux,Over-the-Counter
Famotidine,Cough Suppressant,Powder,5mg,Bayer,Minor wound infection prevention,Over-the-Counter
Guaifenesin,Antiplatelet,Ointment,2%,Bayer,Nasal congestion relief,Over-the-Counter
Warfarin,PPI,Liquid,200mg,Sanofi,Inflammation and autoimmune disorders,Prescription
Pantoprazole,Thyroid Hormone,Capsule,0.5mg,Boehringer Ingelheim,Heart attack and stroke prevention,Prescription
Levothyroxine,Opioid Analgesic,Sublingual Tablet,0.5mg,Abbott,Asthma and bronchospasm,Prescription
Lisinopril,Antidepressant/SSRI,Tablet,50mg,Merck,Asthma and allergic rhinitis,Prescription
Famotidine,Decongestant,Spray,5%,Unilever,Constipation relief,Over-the-Counter
Ranitidine,Cough Suppressant,Chewable Tablet,1%,Pfizer,Motion sickness and nausea,Over-the-Counter
Sertraline,Calcium Channel Blocker,Suppository,20mg,Eli Lilly,Asthma and bronchospasm,Prescription
Trimethoprim,Diuretic,Sublingual Tablet,100mg,GlaxoSmithKline,Blood clot prevention,Prescription
Atorvastatin,Thyroid Hormone,Sublingual Tablet,500mg,Abbott,Hypertension and heart failure,Prescription
Calcium Carbonate,Skin Protectant,Tablet,5mg,Pfizer,Minor pain and itching relief,Over-the-Counter
Bismuth Subsalicylate,Decongestant,Gel,5mg,Reckitt,Nasal congestion relief,Over-the-Counter
Neosporin,Antifungal,Chewable Tablet,20mg,Bayer,Allergic rhinitis and hives,Over-the-Counter
Loratadine,Antifungal,Gel,125mg,Bayer,GERD and peptic ulcer,Over-the-Counter
Clotrimazole,Antiemetic,Ointment,2%,Unilever,Heartburn and acid reflux,Over-the-Counter
